AT1,AT2,AT3,AT4,AT5,AT6,AT7,AT8,AT9,AT10,AT11,AT12,AT13,AT14,AT15,AT16,AT17,AT18,AT19,AT20
0,36,2,10,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201
0,18,2,3,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201
3,12,2,0,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201
2,12,2,3,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201
0,36,2,2,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201
0,8,4,0,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201
3,18,4,2,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201
0,21,4,0,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201
0,18,4,0,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201
3,18,0,9,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201
0,36,2,1,8335,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201
1,48,3,9,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201
3,24,3,9,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201
0,18,2,0,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201
0,45,0,9,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201
1,24,2,3,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201
2,15,2,3,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201
0,12,0,0,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201
3,12,2,3,886,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201
3,4,2,2,601,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201
0,24,4,1,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201
3,24,4,3,2611,A61,A75,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201
0,36,2,2,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201
3,21,3,1,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201
3,18,2,5,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201
3,24,1,9,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201
3,18,2,2,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201
1,21,2,2,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201
3,18,2,0,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201
3,24,2,0,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201
0,9,2,3,1364,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201
0,12,2,3,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201
0,20,4,0,2235,A61,A73,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202
3,24,4,1,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201
3,15,4,3,1471,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201
0,18,1,0,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201
3,36,3,0,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201
3,24,2,0,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201
3,10,2,8,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201
3,15,4,2,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201
0,15,2,0,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201
3,9,2,0,3577,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202
3,24,4,1,5804,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201
3,18,3,9,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201
0,24,2,3,2439,A61,A72,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201
3,27,4,2,4526,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201
3,10,2,2,2210,A61,A73,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201
3,15,2,2,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201
0,18,2,3,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201
3,12,4,2,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201
3,36,2,9,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201
0,12,2,2,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201
3,36,3,2,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201
2,6,4,0,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202
0,24,4,9,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201
3,15,2,4,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201
0,12,2,2,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201
1,11,4,0,1322,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201
0,18,1,3,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201
3,36,2,3,3595,A61,A75,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201
0,9,2,0,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201
3,30,4,3,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201
3,24,2,1,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201
3,24,2,1,9277,A65,A73,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201
1,30,4,0,2181,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201
3,18,4,3,1098,A61,A71,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201
1,24,2,2,4057,A61,A74,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201
0,12,2,6,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201
1,24,4,9,2825,A65,A74,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201
1,48,2,9,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201
3,36,4,0,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201
3,28,1,1,7824,A65,A72,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201
0,27,4,9,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201
3,15,4,3,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201
0,12,4,0,2171,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202
1,36,4,1,5800,A61,A73,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201
3,18,4,3,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201
3,36,3,1,8947,A65,A74,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201
0,21,2,3,2606,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201
3,12,4,2,1592,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202
3,15,2,2,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201
0,18,2,2,4153,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201
0,16,4,0,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201
3,20,4,0,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201
3,36,4,1,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201
3,15,2,3,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201
3,24,2,3,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201
0,12,2,3,1107,A61,A73,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201
0,21,2,0,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202
1,36,2,6,3711,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
3,15,3,1,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201
1,9,2,0,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201
3,36,3,3,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201
1,24,4,2,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201
1,30,2,3,2991,A65,A75,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201
3,11,2,9,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201
0,24,1,9,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201
1,48,0,10,18424,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202
3,10,2,1,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201
0,6,2,0,14896,A61,A75,1,A93,A101,4,A124,68,A141,A152,1,A174,1,A192,A201
0,24,2,2,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201
0,24,2,2,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201
3,18,4,2,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201
3,48,3,3,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201
0,9,2,3,1366,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201
1,12,2,0,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201
0,24,1,2,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201
0,12,1,0,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201
0,18,4,2,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201
0,48,2,1,10297,A61,A74,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201
3,30,2,3,1867,A65,A75,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201
0,12,3,0,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201
0,24,2,2,1747,A61,A72,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202
1,9,2,3,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201
3,9,4,0,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201
3,12,4,3,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201
0,12,2,3,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201
1,30,3,3,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201
2,9,2,3,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201
1,6,2,3,2063,A61,A72,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201
1,60,2,6,6288,A61,A73,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201
3,24,4,1,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201
3,12,2,0,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201
3,10,2,0,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202
3,24,2,2,929,A65,A74,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201
3,4,4,0,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201
0,15,2,2,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201
1,48,0,0,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201
0,24,1,2,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201
3,12,2,0,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201
3,18,2,2,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201
3,24,2,3,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201
1,18,4,9,3590,A61,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201
0,36,3,9,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201
1,24,2,1,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201
3,36,2,2,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201
0,12,2,0,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201
0,24,4,3,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201
2,30,4,3,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201
1,9,4,3,1154,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201
0,28,2,0,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201
1,24,2,2,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201
3,6,4,3,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201
1,21,3,0,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201
3,15,2,0,3556,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201
3,24,2,3,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201
1,6,2,5,454,A61,A72,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201
1,30,2,3,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201
1,27,4,3,2520,A63,A73,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201
3,15,2,3,3568,A61,A75,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201
3,42,2,3,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201
0,11,4,0,3939,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201
1,15,2,5,1514,A62,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201
3,24,2,0,7393,A61,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201
0,24,1,0,1193,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201
0,60,2,9,7297,A61,A75,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201
3,30,4,3,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201
2,24,2,3,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201
1,6,2,3,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201
1,18,3,9,2427,A65,A75,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201
3,24,3,0,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201
1,15,1,0,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201
1,30,4,2,8386,A61,A74,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201
3,48,2,9,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201
2,21,2,0,2923,A62,A73,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201
0,36,2,1,8229,A61,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201
3,24,4,2,2028,A61,A74,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201
0,15,4,2,1433,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201
2,42,0,9,6289,A61,A72,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201
3,13,2,3,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201
0,24,2,1,6579,A61,A71,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201
1,24,4,3,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201
3,12,4,6,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201
3,15,1,3,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201
0,18,2,3,1936,A65,A74,2,A94,A101,4,A123,23,A143,A151,2,A172,1,A191,A201
0,36,2,2,3959,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201
3,12,2,0,2390,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201
3,12,2,2,1736,A61,A74,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201
0,30,2,1,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201
3,12,2,3,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201
0,45,2,3,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201
1,45,4,1,4576,A62,A71,3,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201
